院校,专业,专业详情,年份,最低分,位次,科目,985,211
华中师范大学,公共管理类,,2020,616,16702,不限,0,1
华中师范大学,计算机类,,2020,627,11712,物、化,0,1
华中师范大学,教育学类,,2020,626,12245,政/史/生,0,1
华中师范大学,电子信息类,,2020,624,12861,物,0,1
华中师范大学,历史学类,,2020,640,7268,地/史,0,1
华中师范大学,化学类,,2020,628,11342,化,0,1
华中师范大学,信息资源管理,,2020,617,16350,不限,0,1
华中师范大学,社会学类,,2020,618,15988,不限,0,1
华中农业大学,动物医学,,2020,600,26714,物/化/生,0,1
华中农业大学,生物工程,,2020,606,22939,物/化/生,0,1
华中农业大学,光电信息科学与工程,,2020,603,24962,物,0,1
华中农业大学,计算机科学与技术,,2020,605,23271,物,0,1
华中农业大学,公共管理类,,2020,604,24345,不限,0,1
华中农业大学,社会学类,,2020,603,24875,不限,0,1
华中农业大学,广告学,,2020,603,24944,不限,0,1
华中农业大学,食品科学与工程类,,2020,601,26355,物/化/生,0,1
华中农业大学,风景园林,,2020,608,21537,物/地/史,0,1
华中农业大学,数据科学与大数据技术,,2020,605,23446,物,0,1
华中农业大学,生物科学类,,2020,610,20297,化/生,0,1
华中农业大学,地理信息科学,,2020,604,24335,物/化/地,0,1
华中农业大学,茶学,,2020,599,27181,物/化/生,0,1
华中农业大学,法学,,2020,610,20569,不限,0,1
华中农业大学,设施农业科学与工程,,2020,596,29531,物/化/生,0,1
华中农业大学,动物科学,（国家卓越农林人才计划）,2020,597,28766,物/化/生,0,1
华中农业大学,林学,,2020,599,27749,物/化/生,0,1
华中农业大学,外国语言文学类,,2020,603,24931,不限,0,1
华中农业大学,机械类,,2020,598,28164,物,0,1
华中农业大学,信息与计算科学,,2020,602,25500,物,0,1
湖南大学,软件工程,,2020,633,9505,物,1,1
湖南大学,工商管理,,2020,630,10472,不限,1,1
湖南大学,国际经济与贸易,,2020,630,10514,不限,1,1
湖南大学,材料科学与工程,,2020,629,11093,物,1,1
湖南大学,金融学,,2020,633,9464,不限,1,1
湖南大学,自动化,,2020,632,9702,物,1,1
湖南大学,通信工程,,2020,634,9007,物,1,1
湖南大学,会计学,,2020,634,9276,不限,1,1
湖南大学,工业设计,,2020,628,11183,不限,1,1
湖南大学,测控技术与仪器,,2020,632,9708,物,1,1
湖南大学,土木类,,2020,626,12236,物,1,1
湖南大学,计算机科学与技术,（智能班）,2020,635,8702,物,1,1
湖南大学,生物医学工程,,2020,630,10561,物/化/生,1,1
湖南大学,应用物理学,,2020,631,10368,物,1,1
湖南大学,电子商务,,2020,630,10736,物,1,1
湖南大学,历史学,,2020,644,6099,史,1,1
湖南大学,给排水科学与工程,,2020,627,11618,物,1,1
湖南大学,城乡规划,,2020,630,10516,物,1,1
湖南大学,精算学,,2020,640,7083,不限,1,1
湖南大学,保险学,,2020,630,10443,不限,1,1
中南大学,土木类,（土木安全类）,2020,629,10882,物,1,1
中南大学,土木工程,（中外合作办学）,2020,607,21899,物,1,1
中南大学,建筑类,（建筑城规类）,2020,637,8017,物/地/史,1,1
中南大学,计算机类,（计算机信息类）,2020,645,5632,物,1,1
中南大学,航空航天类,,2020,646,5465,物,1,1
中南大学,材料科学与工程,（中外合作办学）,2020,608,21681,物、化,1,1
中南大学,材料类,（冶金材料类）,2020,633,9341,物、化,1,1
中南大学,中国语言文学类,,2020,636,8589,不限,1,1
中南大学,化工与制药类,（化学生物环境类）,2020,636,8518,物/化,1,1
中南大学,口腔医学,（5+3一体化）,2020,665,1860,化、生,1,1
中南大学,医学技术类,（医学四年类）,2020,635,8711,物/化/生,1,1
中南大学,数学类,（数学物理类）,2020,642,6487,物,1,1
中南大学,软件工程,,2020,643,6301,物,1,1
中南大学,外国语言文学类,,2020,637,8267,不限,1,1
中南大学,能源动力类,（能源类）,2020,634,9043,物、化,1,1
中南大学,临床医学,（八年制）,2020,673,979,化、生,1,1
中南大学,机械类,,2020,636,8529,物,1,1
中南大学,公共卫生与预防医学类,（非临床五年制医学类）,2020,636,8305,化、生,1,1
中南大学,法学类,,2020,642,6524,不限,1,1
中南大学,金融学类,（经济管理类）,2020,643,6237,不限,1,1
湖南师范大学,思想政治教育,,2020,614,18177,政,0,1
湖南师范大学,化学,,2020,622,14060,化,0,1
湖南师范大学,汉语言文学,,2020,618,15881,史,0,1
湖南师范大学,数学与应用数学,,2020,620,14701,物,0,1
湖南师范大学,生物科学,,2020,614,17822,化/生,0,1
湖南师范大学,政治学与行政学,,2020,612,19327,政/史,0,1
湖南师范大学,行政管理,,2020,605,23080,不限,0,1
湖南师范大学,翻译,,2020,613,18744,不限,0,1
湖南师范大学,地理科学,,2020,616,17045,物/化/地,0,1
湖南师范大学,会计学,,2020,607,21885,物/化/生,0,1
湖南师范大学,计算机科学与技术,,2020,607,22174,物,0,1
湖南师范大学,人文地理与城乡规划,,2020,606,22725,物/化/地,0,1
湖南师范大学,物理学类,,2020,608,21634,物,0,1
湖南师范大学,地理信息科学,,2020,606,22672,物/化/地,0,1
湖南师范大学,制药工程,,2020,603,24416,化,0,1
湖南师范大学,电子信息工程,,2020,602,25241,物,0,1
湖南师范大学,化学工程与工艺,,2020,600,26433,化,0,1
湖南师范大学,数据科学与大数据技术,,2020,609,20721,物,0,1
湖南师范大学,网络与新媒体,,2020,616,17126,物/政/史,0,1
湖南师范大学,电子信息科学与技术,,2020,603,24867,物,0,1
福建农林大学,动物医学,,2020,568,57313,物/化/生,0,0
福建农林大学,植物保护,,2020,548,84392,物/化/生,0,0
福建农林大学,蜂学,,2020,517,137087,物/化/生,0,0
福建农林大学,农学,,2020,547,85746,物/化/生,0,0
福建农林大学,设施农业科学与工程,,2020,542,92623,物/化/生,0,0
福建农林大学,茶学,,2020,522,127204,物/化/生,0,0
福建农林大学,风景园林,（中外合作办学）,2020,561,65347,物/史,0,0
福建农林大学,农业资源与环境,（中外合作办学）,2020,529,115859,物/化,0,0
福建农林大学,水产养殖学,,2020,519,133302,物/化/生,0,0
福建农林大学,林学类,,2020,545,89258,物/化/生,0,0
福建农林大学,食品科学与工程,,2020,558,70153,物/化/生,0,0
福建农林大学,园艺,（中外合作办学）,2020,529,115040,物/化,0,0
福建农林大学,生态学,（中外合作办学）,2020,519,132689,物/化,0,0
福建农林大学,生物信息学,,2020,544,90530,物/化/生,0,0
福建农林大学,园艺,,2020,550,80666,物/化/生,0,0
福建农林大学,植物科学与技术,,2020,541,95206,物/化/生,0,0
福建农林大学,生物科学类,,2020,548,83724,物/化/生,0,0
福建农林大学,农业资源与环境,,2020,538,99750,物/化/生,0,0
福建农林大学,环境工程,,2020,547,85684,物/化/生,0,0
暨南大学,金融学,,2020,630,10409,不限,0,1
暨南大学,临床医学,,2020,626,12045,化、生,0,1
暨南大学,汉语言文学,,2020,621,14626,政/地/史,0,1
暨南大学,国际政治,,2020,621,14274,不限,0,1
暨南大学,生物科学,,2020,619,15419,物/化/生,0,1
暨南大学,国际商务,,2020,616,16748,不限,0,1
暨南大学,经济学,,2020,628,11211,不限,0,1
暨南大学,行政管理,,2020,616,16772,不限,0,1
暨南大学,会计学,,2020,634,9166,不限,0,1
暨南大学,汉语国际教育,,2020,623,13406,不限,0,1
暨南大学,国际经济与贸易,,2020,623,13509,不限,0,1
暨南大学,广告学,,2020,623,13367,不限,0,1
暨南大学,法学,,2020,632,9942,不限,0,1
暨南大学,应用物理学,,2020,617,16328,物,0,1
暨南大学,经济学,（中外合作办学）,2020,611,19652,物/化/生,0,1
暨南大学,中医学,,2020,617,16419,物/化/生,0,1
暨南大学,财务管理,,2020,619,15549,不限,0,1
暨南大学,环境科学,,2020,614,17824,物/化/生,0,1
暨南大学,风景园林,,2020,615,17465,物/化/地,0,1
暨南大学,中药学,,2020,617,16584,物/化/生,0,1
华南理工大学,信息工程,,2020,650,4662,物,1,1
华南理工大学,建筑学,,2020,656,3360,物,1,1
华南理工大学,经济学类,,2020,647,5234,不限,1,1
华南理工大学,自动化类,,2020,650,4607,物,1,1
华南理工大学,商务英语,,2020,637,7991,不限,1,1
华南理工大学,工商管理类,,2020,646,5609,不限,1,1
华南理工大学,新闻传播学类,,2020,641,6691,不限,1,1
华南理工大学,环境科学与工程类,,2020,644,5907,物/化,1,1
华南理工大学,食品科学与工程类,,2020,645,5895,物/化/生,1,1
华南理工大学,风景园林,,2020,647,5192,物,1,1
华南理工大学,计算机类,,2020,653,3852,物,1,1
华南理工大学,智能制造工程,,2020,652,4211,物,1,1
华南理工大学,行政管理,,2020,642,6683,不限,1,1
华南理工大学,机器人工程,,2020,650,4574,物,1,1
华南理工大学,环境工程,（3加2中澳班）,2020,640,7214,物/化,1,1
华南理工大学,生物科学类,,2020,645,5666,物/化/生,1,1
华南理工大学,生物医学工程,,2020,645,5672,物/化,1,1
华南理工大学,城乡规划,,2020,645,5830,物,1,1
华南理工大学,工业设计,,2020,648,4996,物,1,1
华南理工大学,机械类,,2020,647,5357,物,1,1
上海师范大学,旅游管理类,,2020,590,34244,不限,0,0
上海师范大学,英语,,2020,607,22070,不限,0,0
上海师范大学,日语,,2020,599,27452,不限,0,0
上海师范大学,土木工程,（道桥工程）,2020,588,36099,物,0,0
上海师范大学,公共管理类,,2020,599,27493,不限,0,0
上海师范大学,新闻传播学类,,2020,605,23222,不限,0,0
上海师范大学,金融学类,,2020,598,27926,物/化,0,0
上海师范大学,机械设计制造及其自动化,（中外合作办学）（中美合作）,2020,572,52558,物,0,0
上海师范大学,汽车服务工程,（中外合作办学）（中德合作）,2020,560,67159,物,0,0
上海师范大学,化学类,,2020,596,29367,物/化,0,0
上海师范大学,法语,,2020,601,25736,不限,0,0
上海师范大学,食品安全与检测,,2020,595,30369,物/化,0,0
上海师范大学,文化产业管理,,2020,603,24961,不限,0,0
上海师范大学,生物科学类,,2020,596,29432,物/化,0,0
上海师范大学,电子信息类,,2020,595,30424,物,0,0
上海师范大学,应用心理学,,2020,607,22274,物/化,0,0
上海师范大学,经济学,,2020,600,26423,不限,0,0
上海师范大学,工程管理,,2020,586,37865,物,0,0
上海师范大学,园艺,（中外合作办学）（中荷合作）,2020,576,48483,物/化,0,0
上海师范大学,档案学,,2020,599,27724,不限,0,0
广西大学,土木工程,,2020,590,34368,物,0,1
广西大学,计算机类,,2020,598,28261,物,0,1
广西大学,海洋科学,,2020,587,37192,物/化/生,0,1
广西大学,电气类,,2020,595,30398,物,0,1
广西大学,法学,,2020,597,28743,不限,0,1
广西大学,汉语言文学,,2020,598,28327,不限,0,1
广西大学,外国语言文学类,,2020,593,32213,不限,0,1
广西大学,电子科学与技术,,2020,594,31520,物,0,1
广西大学,新闻传播学类,,2020,593,32481,不限,0,1
广西大学,轻工类,,2020,581,42755,物/化,0,1
广西大学,电子信息类,,2020,596,29874,物,0,1
广西大学,数学类,,2020,594,31100,物,0,1
广西大学,机械类,,2020,592,32835,物,0,1
广西大学,公共事业管理,,2020,587,37164,不限,0,1
广西大学,化学类,,2020,588,36546,物/化,0,1
广西大学,日语,,2020,584,40013,不限,0,1
四川大学,哲学,,2020,646,5525,不限,1,1
四川大学,英语,,2020,642,6635,不限,1,1
四川大学,药学,,2020,644,6107,物/化/生,1,1
四川大学,核工程与核技术,,2020,644,6025,物,1,1
四川大学,土木工程,,2020,641,6950,物,1,1
四川大学,法医学,,2020,641,6927,物/化/生,1,1
四川大学,高分子材料与工程,,2020,643,6365,物、化,1,1
四川大学,机械设计制造及其自动化,（中外合作办学）,2020,612,18984,物,1,1
四川大学,材料类,,2020,642,6512,物,1,1
四川大学,医学技术类,,2020,651,4403,物/化/生,1,1
四川大学,物理学类,,2020,650,4634,物,1,1
四川大学,法学,,2020,649,4822,不限,1,1
四川大学,生物科学类,,2020,650,4478,物/化/生,1,1
四川大学,口腔医学,（五年）,2020,668,1449,物/化/生,1,1
四川大学,历史学类,,2020,647,5309,地/史,1,1
四川大学,工科试验班,（机械及其自动化）,2020,644,6014,物,1,1
四川大学,建筑学,,2020,644,5983,物/地/史,1,1
四川大学,数学与应用数学,（基地班）,2020,662,2258,物,1,1
四川大学,信息资源管理,,2020,642,6542,不限,1,1
四川大学,临床医学,（五年）,2020,666,1735,物、化,1,1
西南交通大学,工程力学,,2020,611,19622,物,0,1
西南交通大学,电气工程及其自动化,,2020,621,14474,物,0,1
西南交通大学,电子信息工程,,2020,620,15052,物,0,1
西南交通大学,地质工程,,2020,609,20899,物/化,0,1
西南交通大学,车辆工程,,2020,617,16282,物,0,1
西南交通大学,土木工程,,2020,611,19509,物,0,1
西南交通大学,建筑学,,2020,624,12957,物,0,1
西南交通大学,通信工程,,2020,622,13756,物,0,1
西南交通大学,安全科学与工程类,（中外合作办学）,2020,579,44677,物,0,1
西南交通大学,物流管理与工程类,,2020,614,17969,物,0,1
西南交通大学,交通运输类,,2020,620,15111,物,0,1
西南交通大学,能源动力类,,2020,617,16208,物,0,1
西南交通大学,法学,,2020,621,14386,不限,0,1
西南交通大学,外国语言文学类,,2020,612,19382,政/地/史,0,1
西南交通大学,生物工程,,2020,609,21233,物/化/生,0,1
西南交通大学,安全工程,,2020,613,18598,物,0,1
西南交通大学,应用心理学,,2020,619,15544,不限,0,1
西南交通大学,机械类,（中外合作办学）,2020,595,30328,物,0,1
西南交通大学,计算机类,（中外合作办学）,2020,602,25214,物,0,1
西南交通大学,电子信息类,,2020,621,14351,物,0,1
西南财经大学,会计学,,2020,640,7263,不限,0,1
西南财经大学,财务管理,,2020,636,8490,不限,0,1
西南财经大学,保险学,,2020,633,9564,不限,0,1
西南财经大学,法学,,2020,638,7795,不限,0,1
西南财经大学,经济与贸易类,,2020,635,8760,不限,0,1
西南财经大学,市场营销,（中外合作办学）（金融服务与营销）,2020,594,31498,不限,0,1
西南财经大学,物流管理,（中外合作办学）（运营管理与商务分析方向）,2020,596,29933,不限,0,1
西南财经大学,经济统计学,,2020,639,7477,不限,0,1
西南财经大学,数学与应用数学,（经济数学方向）,2020,639,7373,物,0,1
西南财经大学,管理科学,,2020,631,10008,物,0,1
西南财经大学,金融数学,（中外合作办学）（金融服务与量化分析方向）,2020,612,18898,不限,0,1
西南财经大学,工商管理类,,2020,632,9962,不限,0,1
西南财经大学,计算机类,,2020,634,9141,物,0,1
西南财经大学,金融学,（双语实验班）,2020,644,5939,不限,0,1
西南财经大学,新闻学,（经济新闻方向）,2020,623,13474,不限,0,1
西南财经大学,精算学,,2020,633,9563,物,0,1
西南财经大学,法学,（法学与金融学双学位）,2020,642,6552,不限,0,1
西南财经大学,经济学,（国家经济学基础人才培养基地班）,2020,644,5909,不限,0,1
西南财经大学,财政学类,,2020,636,8477,不限,0,1
西南财经大学,外国语言文学类,,2020,624,12950,不限,0,1
四川农业大学,园林,,2020,597,28935,物/化/生,0,1
四川农业大学,农学,,2020,593,31845,物/化/生,0,1
四川农业大学,林学,,2020,591,33529,物/化/生,0,1
四川农业大学,农业资源与环境,,2020,588,35971,物/化/生,0,1
四川农业大学,农林经济管理,,2020,597,29138,不限,0,1
四川农业大学,园艺,,2020,593,32160,物/化/生,0,1
四川农业大学,动物科学,,2020,594,31560,物/化/生,0,1
四川农业大学,动物医学,,2020,594,31323,物/化/生,0,1
四川农业大学,道路桥梁与渡河工程,,2020,587,37551,物,0,1
四川农业大学,生物工程,,2020,592,32801,物/化/生,0,1
四川农业大学,会计学,,2020,595,30161,不限,0,1
四川农业大学,水利水电工程,,2020,587,36763,物/化,0,1
四川农业大学,投资学,,2020,597,29263,不限,0,1
四川农业大学,工程造价,,2020,587,36901,物,0,1
四川农业大学,环境科学,,2020,593,31804,物/化/生,0,1
四川农业大学,能源与动力工程,,2020,586,38539,物/化,0,1
四川农业大学,物联网工程,,2020,594,31570,物,0,1
四川农业大学,给排水科学与工程,,2020,585,38665,物,0,1
四川农业大学,水产养殖学,,2020,585,38747,物/化/生,0,1
四川农业大学,环境工程,,2020,592,32824,物/化/生,0,1
青岛大学,临床医学,,2020,604,24307,化、生,0,0
青岛大学,应用物理学,,2020,577,47493,物,0,0
青岛大学,汉语言文学,,2020,586,37996,不限,0,0
青岛大学,自动化,,2020,580,43654,物,0,0
青岛大学,电子信息类,,2020,583,40703,物,0,0
青岛大学,光电信息科学与工程,,2020,578,46104,物,0,0
青岛大学,法学,,2020,587,36910,政/史,0,0
青岛大学,新能源科学与工程,,2020,579,44975,物,0,0
青岛大学,应用化学,,2020,576,48243,化,0,0
青岛大学,行政管理,,2020,581,43478,不限,0,0
青岛大学,标准化工程,,2020,581,43386,不限,0,0
青岛大学,电气工程及其自动化,,2020,584,40076,物,0,0
青岛大学,化学,,2020,565,60608,化,0,0
青岛大学,物理学,,2020,556,72192,物,0,0
青岛大学,工业设计,,2020,577,47381,物,0,0
青岛大学,环境科学与工程,,2020,576,48638,化,0,0
青岛大学,预防医学,,2020,592,32635,化、生,0,0
青岛大学,微电子科学与工程,,2020,578,45895,物,0,0
青岛大学,食品科学与工程,,2020,579,45207,化/生,0,0
青岛大学,国际政治,,2020,582,42507,不限,0,0
贵州大学,机械设计制造及其自动化,,2020,597,28895,物,0,1
贵州大学,土木类,,2020,593,31861,物、化,0,1
贵州大学,公共管理类,,2020,593,32175,史,0,1
贵州大学,工业设计,,2020,592,33035,物,0,1
贵州大学,过程装备与控制工程,,2020,591,33409,物、化,0,1
贵州大学,工程管理,,2020,597,28562,物,0,1
贵州大学,工商管理类,,2020,598,28284,不限,0,1
贵州大学,食品科学与工程类,,2020,591,33441,化、生,0,1
贵州大学,文化产业管理,,2020,595,30855,不限,0,1
贵州大学,电子信息类,,2020,601,25726,物,0,1
贵州大学,生物科学类,,2020,595,30732,化、生,0,1
贵州大学,数学类,,2020,600,26794,物,0,1
贵州大学,旅游管理,（中外合作办学）,2020,550,80520,不限,0,1
贵州大学,药学,,2020,594,31022,化、生,0,1
贵州大学,电气类,,2020,600,26698,物,0,1
贵州大学,人工智能,,2020,610,20065,物,0,1
贵州大学,农业机械化及其自动化,,2020,584,40216,物,0,1
贵州大学,化学类,,2020,597,29111,物、化,0,1
贵州大学,历史学,,2020,601,26073,地、史,0,1
贵州大学,计算机类,,2020,604,24211,物,0,1
西北大学,资源勘查工程,,2020,598,28396,物/化,0,1
西北大学,地质学,,2020,612,19201,物/化,0,1
西北大学,经济学,,2020,623,13465,政/地/史,0,1
西北大学,过程装备与控制工程,,2020,608,21374,物,0,1
西北大学,历史学,,2020,622,14082,地/史,0,1
西北大学,汉语言文学,,2020,616,17084,政/地/史,0,1
西北大学,化学,,2020,615,17760,物/化,0,1
西北大学,物理学,,2020,617,16596,物,0,1
西北大学,考古学,,2020,625,12824,地/史,0,1
西北大学,生物工程,,2020,609,21004,化/生,0,1
西北大学,哲学,,2020,615,17470,不限,0,1
西北大学,俄语,,2020,608,21718,不限,0,1
西北大学,软件工程,,2020,615,17227,物,0,1
西北大学,微电子科学与工程,,2020,613,18422,物,0,1
西北大学,新闻传播学类,,2020,617,16373,不限,0,1
西北大学,电子信息类,,2020,616,16972,物,0,1
西北大学,光电信息科学与工程,,2020,615,17415,物,0,1
西北大学,能源化学工程,,2020,606,22823,物/化,0,1
西北大学,数学类,,2020,617,16195,物,0,1
西北大学,信息管理与信息系统,,2020,610,20408,物,0,1
西安交通大学,工科试验班,（智能电气与信息类）,2020,659,2819,物,1,1
西安交通大学,工科试验班,（大数据管理）,2020,656,3318,物,1,1
西安交通大学,工科试验班,（越杰计划之智慧能源与智能制造类Q）,2020,661,2390,物,1,1
西安交通大学,外国语言文学类,,2020,649,4763,地/史,1,1
西安交通大学,工科试验班,（钱学森班之智慧能源动力Q）,2020,662,2231,物,1,1
西安交通大学,人工智能,,2020,665,1875,物,1,1
西安交通大学,工科试验班,（智慧能源与智能制造类）,2020,656,3247,物,1,1
西安交通大学,工科试验班,（钱学森班之智能电气Q）,2020,665,1877,物,1,1
西安交通大学,会计学,（ACCA）,2020,655,3535,物,1,1
西安交通大学,工科试验班,（钱学森班之智能技术与自动化Q）,2020,665,1824,物,1,1
西安交通大学,工科试验班,（越杰计划之智能电气与信息类Q）,2020,664,1991,物,1,1
西安交通大学,理科试验班,（数学H）,2020,666,1810,物,1,1
西安交通大学,工科试验班,（钱学森班之智能制造Q）,2020,662,2319,物,1,1
武汉科技大学,无机非金属材料工程,,2020,588,36289,化,0,0
武汉科技大学,自动化,,2020,595,30200,物,0,0
武汉科技大学,冶金工程,,2020,587,37295,化,0,0
武汉科技大学,化学工程与工艺,,2020,592,33160,物/化/生,0,0
武汉科技大学,计算机类,,2020,597,28936,物,0,0
武汉科技大学,机械类,,2020,593,31825,物,0,0
武汉科技大学,土木类,,2020,589,35269,物,0,0
武汉科技大学,工业工程,,2020,581,42954,不限,0,0
武汉科技大学,行政管理,,2020,582,41975,不限,0,0
武汉科技大学,应用化学,,2020,595,30558,物/化,0,0
武汉科技大学,能源与动力工程,,2020,592,32853,物/化,0,0
武汉科技大学,德语,,2020,583,41404,不限,0,0
武汉科技大学,电子信息类,,2020,596,29621,物,0,0
武汉科技大学,英语,,2020,594,30991,不限,0,0
武汉科技大学,临床医学,,2020,603,24443,化、生,0,0
武汉科技大学,工商管理类,,2020,590,34880,不限,0,0
武汉科技大学,翻译,,2020,589,35657,不限,0,0
武汉科技大学,电气工程及其自动化,,2020,594,31058,物,0,0
武汉科技大学,机器人工程,,2020,593,31819,物,0,0
武汉科技大学,国际经济与贸易,,2020,588,36623,不限,0,0
杭州电子科技大学,通信工程,,2020,608,21845,物,0,0
杭州电子科技大学,光电信息科学与工程,,2020,609,21254,物,0,0
杭州电子科技大学,管理科学与工程类,,2020,605,23686,物,0,0
杭州电子科技大学,计算机类,,2020,617,16685,物,0,0
杭州电子科技大学,电子信息类,,2020,610,20628,物,0,0
杭州电子科技大学,网络工程,,2020,612,19423,物,0,0
杭州电子科技大学,自动化,,2020,608,21845,物,0,0
杭州电子科技大学,数学类,,2020,605,23686,物,0,0
杭州电子科技大学,自动化,（中外合作办学）,2020,591,34142,物,0,0
杭州电子科技大学,测控技术与仪器,,2020,603,24984,物,0,0
杭州电子科技大学,材料科学与工程,,2020,599,27808,物,0,0
杭州电子科技大学,计算机科学与技术,（中外合作办学）,2020,599,27808,物,0,0
杭州电子科技大学,机械类,,2020,603,24984,物,0,0
长安大学,道路桥梁与渡河工程,,2020,609,20961,物,0,1
长安大学,交通运输,,2020,603,24783,物/化,0,1
长安大学,车辆工程,,2020,607,22105,物,0,1
长安大学,地质工程,,2020,599,27612,物/化,0,1
长安大学,交通工程,,2020,608,21280,物/化,0,1
长安大学,自动化类,,2020,604,24234,物,0,1
长安大学,工商管理类,,2020,605,23654,不限,0,1
长安大学,地质学类,,2020,599,27475,物/化,0,1
长安大学,土木类,,2020,598,28305,物,0,1
长安大学,环境科学与工程类,,2020,601,25836,物/化/生,0,1
长安大学,建筑类,,2020,601,25823,物/化/地,0,1
长安大学,化学工程与工艺,,2020,600,26461,物/化/生,0,1
长安大学,经济学类,,2020,605,23435,不限,0,1
长安大学,电气工程及其自动化,,2020,607,21971,物,0,1
长安大学,水利类,,2020,599,27323,物/化,0,1
长安大学,地球物理学类,,2020,599,27700,物,0,1
长安大学,道路桥梁与渡河工程,（国际工程班）,2020,602,25172,物,0,1
长安大学,测绘类,,2020,599,27179,物,0,1
长安大学,公共管理类,,2020,603,24389,不限,0,1
长安大学,思想政治教育,,2020,607,22148,政,0,1
华侨大学,建筑学,,2020,595,30192,物/地/史,0,0
华侨大学,中国语言文学类,,2020,590,34969,不限,0,0
华侨大学,材料科学与工程,,2020,586,37947,化,0,0
华侨大学,国际商务,（全英文教学）,2020,579,45264,不限,0,0
华侨大学,法学,,2020,594,31338,不限,0,0
华侨大学,计算机类,,2020,592,32794,物,0,0
华侨大学,工商管理类,,2020,584,40089,不限,0,0
华侨大学,城乡规划,,2020,588,36211,物/地/史,0,0
华侨大学,临床医学,,2020,595,30174,物、化,0,0
华侨大学,国际事务与国际关系,,2020,588,36066,不限,0,0
华侨大学,经济学类,（中美121双学位班、可接轨CFA金融分析师）,2020,580,44081,不限,0,0
华侨大学,经济学类,,2020,586,37927,不限,0,0
华侨大学,应用物理学,（拔尖人才试点班）,2020,588,36287,物,0,0
华侨大学,高分子材料与工程,（拔尖人才试点班）,2020,587,36949,化,0,0
华侨大学,金融学,,2020,589,35418,不限,0,0
华侨大学,公共管理类,,2020,583,40980,不限,0,0
华侨大学,生物工程,,2020,583,40831,物/化/生,0,0
华侨大学,物联网工程,,2020,589,35817,物,0,0
华侨大学,人工智能,,2020,592,32813,物,0,0
华侨大学,英语,,2020,590,34900,不限,0,0
西安电子科技大学,计算机类,,2020,636,8528,物,0,1
西安电子科技大学,中国语言文学类,,2020,607,22399,不限,0,1
西安电子科技大学,电子信息工程,（中外合作办学）,2020,602,25342,物,0,1
西安电子科技大学,通信工程,（中外合作办学）,2020,607,22146,物,0,1
西安电子科技大学,电子信息类,,2020,635,8786,物,0,1
西安电子科技大学,自动化类,（智能制造及智能测控）,2020,632,9778,物,0,1
西安电子科技大学,数学类,,2020,631,10079,物,0,1
西安电子科技大学,外国语言文学类,,2020,607,22087,不限,0,1
兰州大学,工商管理类,,2020,617,16360,物/化/生,1,1
兰州大学,大气科学类,,2020,618,15927,物,1,1
兰州大学,理论与应用力学,（基地班）,2020,618,15686,物,1,1
兰州大学,汉语言文学,,2020,620,15043,不限,1,1
兰州大学,生物科学类,,2020,620,15051,化、生,1,1
兰州大学,历史学类,,2020,620,15076,地/史,1,1
兰州大学,电子信息类,,2020,622,13757,物,1,1
兰州大学,物理学类,,2020,621,14625,物,1,1
兰州大学,临床医学类,,2020,627,11662,化、生,1,1
兰州大学,计算机科学与技术,（中外合作办学）,2020,594,31650,物,1,1
兰州大学,新闻传播学类,,2020,618,15926,不限,1,1
兰州大学,计算机类,,2020,624,13008,物,1,1
兰州大学,化学类,,2020,618,15741,化,1,1
兰州大学,口腔医学,,2020,630,10438,物/化/生,1,1
兰州大学,数学类,,2020,622,13928,物,1,1
兰州大学,经济学类,,2020,621,14268,物/地/生,1,1
